WKT,ID,evC1997,Dns1997,NN_I1997,dn_1997,NN_1997,SCDI1997,evC1998,Dns1998,NN_I1998,dn_1998,NN_1998,SCDI1998,evC1999,Dns1999,NN_I1999,dn_1999,NN_1999,SCDI1999,evC2000,Dns2000,NN_I2000,dn_2000,NN_2000,SCDI2000,evC2001,Dns2001,NN_I2001,dn_2001,NN_2001,SCDI2001,evC2002,Dns2002,NN_I2002,dn_2002,NN_2002,SCDI2002,evC2003,Dns2003,NN_I2003,dn_2003,NN_2003,SCDI2003,evC2004,Dns2004,NN_I2004,dn_2004,NN_2004,SCDI2004,evC2005,Dns2005,NN_I2005,dn_2005,NN_2005,SCDI2005,evC2006,Dns2006,NN_I2006,dn_2006,NN_2006,SCDI2006,evC2007,Dns2007,NN_I2007,dn_2007,NN_2007,SCDI2007,evC2008,Dns2008,NN_I2008,dn_2008,NN_2008,SCDI2008,evC2009,Dns2009,NN_I2009,dn_2009,NN_2009,SCDI2009,evC2010,Dns2010,NN_I2010,dn_2010,NN_2010,SCDI2010,evC2011,Dns2011,NN_I2011,dn_2011,NN_2011,SCDI2011,evC2012,Dns2012,NN_I2012,dn_2012,NN_2012,SCDI2012,evC2013,Dns2013,NN_I2013,dn_2013,NN_2013,SCDI2013,evC2014,Dns2014,NN_I2014,dn_2014,NN_2014,SCDI2014,evC2015,Dns2015,NN_I2015,dn_2015,NN_2015,SCDI2015,evC2016,Dns2016,NN_I2016,dn_2016,NN_2016,SCDI2016,evC2017,Dns2017,NN_I2017,dn_2017,NN_2017,SCDI2017,evC2018,Dns2018,NN_I2018,dn_2018,NN_2018,SCDI2018,evC2019,Dns2019,NN_I2019,dn_2019,NN_2019,SCDI2019,evC2020,Dns2020,NN_I2020,dn_2020,NN_2020,SCDI2020,evC2021,Dns2021,NN_I2021,dn_2021,NN_2021,SCDI2021,evC2022,Dns2022,NN_I2022,dn_2022,NN_2022,SCDI2022,evC2023,Dns2023,NN_I2023,dn_2023,NN_2023,SCDI2023,countries
"MULTIPOLYGON (((16.2249998652077 31.2333332161915,16.224999865171 31.6499998812695,16.6416665295413 31.6499998811322,16.6416665300761 31.2333332158823,16.2249998652077 31.2333332161915)))","5918","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((19.5583331846324 31.2333332159131,19.5583331854264 31.6499998813853,19.9749998503644 31.6499998809633,19.9749998496004 31.2333332161766,19.5583331846324 31.2333332159131)))","5919","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((19.9749998496004 31.2333332161766,19.9749998503644 31.6499998809633,20.3916665147499 31.6499998808887,20.391666515008 31.233333216384,19.9749998496004 31.2333332161766)))","5920","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"3",0.001336894000481,0.000000000000000,L,C,CL,"0",,,,,NANA,"6",0.002673788000961,0.000000000000000,H,C,CH,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((20.391666515008 31.233333216384,20.3916665147499 31.6499998808887,20.8083331802114 31.6499998811873,20.8083331796289 31.2333332157503,20.391666515008 31.233333216384)))","5921","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((20.8083331796289 31.2333332157503,20.8083331802114 31.6499998811873,21.2249998445768 31.6499998810795,21.2249998450928 31.2333332159356,20.8083331796289 31.2333332157503)))","5922","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((21.2249998450928 31.2333332159356,21.2249998445768 31.6499998810795,21.6416665104268 31.6499998813989,21.6416665101734 31.2333332161494,21.2249998450928 31.2333332159356)))","5923","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((21.6416665101734 31.2333332161494,21.6416665104268 31.6499998813989,22.0583331746394 31.6499998813601,22.0583331745949 31.2333332155983,21.6416665101734 31.2333332161494)))","5924","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((22.0583331745949 31.2333332155983,22.0583331746394 31.6499998813601,22.4749998397938 31.6499998809797,22.4749998399858 31.2333332159344,22.0583331745949 31.2333332155983)))","5925","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((22.4749998399858 31.2333332159344,22.4749998397938 31.6499998809797,22.8916665046707 31.6499998810891,22.8916665051203 31.2333332163583,22.4749998399858 31.2333332159344)))","5926","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((22.8916665051203 31.2333332163583,22.8916665046707 31.6499998810891,23.3083331699481 31.6499998808899,23.308333169723 31.2333332160707,22.8916665051203 31.2333332163583)))","5927","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((23.308333169723 31.2333332160707,23.3083331699481 31.6499998808899,23.724999835356 31.6499998812077,23.7249998354209 31.2333332158979,23.308333169723 31.2333332160707)))","5928","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((23.7249998354209 31.2333332158979,23.724999835356 31.6499998812077,24.1416664996733 31.6499998812384,24.1416665000394 31.233333215851,23.7249998354209 31.2333332158979)))","5929","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((24.1416665000394 31.233333215851,24.1416664996733 31.6499998812384,24.5583331645292 31.6499998809897,24.5583331652041 31.233333215936,24.1416665000394 31.233333215851)))","5930","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((24.5583331652041 31.233333215936,24.5583331645292 31.6499998809897,24.9749998296531 31.6499998812771,24.9749998296905 31.233333216157,24.5583331652041 31.233333215936)))","5931","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((24.9749998296905 31.233333216157,24.9749998296531 31.6499998812771,25.3916664947742 31.6499998812907,25.3916664951245 31.2333332156994,24.9749998296905 31.233333216157)))","5932","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"2",0.000891262664653,0.000000000000000,L,C,CL,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Libya
"MULTIPOLYGON (((-10.0250000295764 31.6499998809322,-10.0250000299254 32.0666665457174,-9.60833336519947 32.0666665457496,-9.60833336493138 31.6499998806372,-10.0250000295764 31.6499998809322)))","5933","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-9.60833336493138 31.6499998806372,-9.60833336519947 32.0666665457496,-9.19166670009974 32.0666665457698,-9.19166669960443 31.649999880664,-9.60833336493138 31.6499998806372)))","5934","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-9.19166669960443 31.649999880664,-9.19166670009974 32.0666665457698,-8.77500003489113 32.0666665460002,-8.77500003481409 31.649999881248,-9.19166669960443 31.649999880664)))","5935","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-8.77500003481409 31.649999881248,-8.77500003489113 32.0666665460002,-8.35833336985367 32.0666665458505,-8.35833336990946 31.6499998809721,-8.77500003481409 31.649999881248)))","5936","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-8.35833336990946 31.6499998809721,-8.35833336985367 32.0666665458505,-7.94166670523756 32.0666665463459,-7.9416667051441 31.6499998808655,-8.35833336990946 31.6499998809721)))","5937","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-7.9416667051441 31.6499998808655,-7.94166670523756 32.0666665463459,-7.52500004038776 32.0666665460694,-7.5250000398371 31.6499998811294,-7.9416667051441 31.6499998808655)))","5938","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-7.5250000398371 31.6499998811294,-7.52500004038776 32.0666665460694,-7.10833337460507 32.0666665460292,-7.10833337522171 31.6499998811769,-7.5250000398371 31.6499998811294)))","5939","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-7.10833337522171 31.6499998811769,-7.10833337460507 32.0666665460292,-6.69166671006807 32.0666665456486,-6.69166670966715 31.6499998811921,-7.10833337522171 31.6499998811769)))","5940","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-6.69166670966715 31.6499998811921,-6.69166671006807 32.0666665456486,-6.27500004512881 32.0666665459172,-6.27500004534183 31.6499998814056,-6.69166670966715 31.6499998811921)))","5941","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-6.27500004534183 31.6499998814056,-6.27500004512881 32.0666665459172,-5.85833338006672 32.0666665462295,-5.85833337967944 31.6499998811717,-6.27500004534183 31.6499998814056)))","5942","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-5.85833337967944 31.6499998811717,-5.85833338006672 32.0666665462295,-5.44166671516083 32.0666665459772,-5.44166671484816 31.6499998807174,-5.85833337967944 31.6499998811717)))","5943","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-5.44166671484816 31.6499998807174,-5.44166671516083 32.0666665459772,-5.02500004971319 32.0666665461544,-5.02500005015384 31.6499998810396,-5.44166671484816 31.6499998807174)))","5944","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-5.02500005015384 31.6499998810396,-5.02500004971319 32.0666665461544,-4.60833338495221 32.0666665461587,-4.60833338494274 31.6499998806991,-5.02500005015384 31.6499998810396)))","5945","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-4.60833338494274 31.6499998806991,-4.60833338495221 32.0666665461587,-4.19166672019382 32.0666665461711,-4.19166672042037 31.6499998807115,-4.60833338494274 31.6499998806991)))","5946","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-4.19166672042037 31.6499998807115,-4.19166672019382 32.0666665461711,-3.77500005475395 32.0666665463693,-3.77500005495669 31.6499998812456,-4.19166672042037 31.6499998807115)))","5947","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Morocco
"MULTIPOLYGON (((-3.77500005495669 31.6499998812456,-3.77500005475395 32.0666665463693,-3.35833338986048 32.0666665461425,-3.35833338979624 31.6499998808739,-3.77500005495669 31.6499998812456)))","5948","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Algeria Morocco
"MULTIPOLYGON (((-3.35833338979624 31.6499998808739,-3.35833338986048 32.0666665461425,-2.94166672482917 32.0666665456645,-2.94166672518294 31.6499998814076,-3.35833338979624 31.6499998808739)))","5949","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Algeria Morocco
